2063,22.19476,1034.3712,9177.01262,10115.40564,11300.363280000001,,2449.818,3216.2228252,3160.1013436,13676.414024000002,3434.9806393999997,278.196,4136.9499,7865.7972,10453.283800000001,4447.368566900001,277.0018,3715.9760000000006,7056.7065,9591.241100000001,2620.0665332,41.103510936,1090.7929,6537.8,12347.8882,11741.590876,5780.6591,43.01311172,1015.1517,6656.652700000001,10236.2566,12028.360126,6209.3018999999995,40.016003908,1098.3551002000002,6258.5355,12368.3568,11930.771148000002,5927.719,43.31182344,1067.561525,6563.584,12143.6324,11621.25014,6065.7737,42.31131328,1018.287425,6805.8363,10425.2646,12000.005388,6205.6320000000005,11548.906,14188.471870000001,11509.19,1306.5577664,8005.1768222,15119.61062,8735.632887,3657.4819796,23.45708,1097.64575,10051.65746,12100.58381,2507.53778,23.36158,1124.61211,9724.39971,10611.59363,7446.196739999999,495.23976962,285.42393347,7781.0765274000005,5733.5894597999995,5745.836072099999,160.42204650000002,5048.6186413,4014.4213327,3353.0355908,11707.846088,160.01648158,5531.7124837,5694.2585425,3763.1873724,11482.810067,184.61387188999998,6209.228999999999,2782.9304500000003,5651.222446600001,3281.6188001,179.3048,1850.7667000000001,10354.7395,8512.9714,7452.3841331,4532.7389428999995,234.7142,3898.8311000000003,8295.5389,9387.1835,4466.6886,4101.8579388,43.124,976.16,21540.0,8647.6,11020.0,40.561,1559.3,27017.0,9063.3,14210.0,41.657,2717.5,17527.0,12868.0,19590.0,856.4693461200001,9596.7031354,21065.55403,8842.3249106,1060.5057720999998,7641.560718199999,19576.75576,8827.9470575,23.492,1249.74808,11200.65762,6727.88108,2605.2791,3134.7885875,2877.5164782,13188.926239999999,2821.8783083999997,222.27056273,4073.5502371000007,8366.9353499,9016.4364323,10204.0883022,4917.2264612,41.103534700999994,2500.6464843,6308.9476561,4772.3371096,8622.3919446,757.84404,7371.0445,11402.368999999999,533.4152344299999,6768.4261838,10649.125860999999,5982.5888667,3179.3430381000003,507.65658118,7581.6180049,11673.081862,6898.1195586,3215.3083369
2064,22.54498,1035.7149,9169.15036,10082.50102,11607.687240000001,,2521.879,3337.0886625999997,3181.8206248,13741.261282000001,3616.9969881999996,279.084,4213.6452,8180.1296,10657.9554,4849.3632002,277.8074,3860.9900000000002,7285.122,9831.668800000001,2857.4362665999997,40.350724218,1107.187825,6667.253,12572.749600000001,12045.339297999999,5806.324299999999,42.5742375,1029.6200375,6861.4636,10386.4198,12321.672438,6217.0271999999995,39.809695314,1115.6186126,6379.726000000001,12593.033399999998,12154.202484000001,5971.1795,43.30331016,1078.5767,6690.567,12390.6352,11905.83927,6114.3861,41.988869529999995,1031.1244625,7000.8919000000005,10609.312800000002,12269.009574,6214.1975,11732.308,14358.376260000001,11709.61,1315.7157622,8240.5383716,15468.97556,9026.177757,3716.1161588000004,23.81134,1102.1834,10147.91718,12139.18068,2560.88914,23.731740000000002,1146.95138,9860.85458,10674.16564,7629.75922,494.79557426,287.55889896,8060.2327812,5786.3487034,5997.176562799999,160.390825,5165.317152399999,4161.2850656,3383.5999324,11913.206654,159.89466694,5647.2696516,5881.202041,3795.4122062,11620.497796000001,184.72666252,6222.174999999999,2713.803725,5808.0228038000005,3332.1201287999997,185.66740000000001,1915.6386,10659.292,8829.7212,7628.2403998,4504.9292322,239.7936,3978.8938000000003,8629.7712,9652.081,4857.9168,4113.0241094,43.152,976.78,21940.0,8710.8,11060.0,40.408,1563.4,27676.0,9159.4,14280.0,41.455999999999996,2737.0,18486.0,13234.0,19720.0,854.48694176,9641.0314182,21563.0064,9140.1546848,1065.6530837999999,7614.293638599999,19994.1758,9124.056895,23.7892,1265.00744,11200.899360000001,6869.62984,2669.1098,3222.67645,2868.6271376,13355.114099999999,2763.6075142,225.70582274,4196.0553428,8710.1808542,9419.7985234,10427.1838276,4934.9513696,40.844867707999995,2529.0649414,6392.0636718000005,4898.9688478,9022.0422868,753.98632,7525.9490000000005,11582.921999999999,536.7901223399999,6952.9591354,10927.683828,6145.116487599999,3245.2518558,509.68482253999997,7792.1061202,11927.182155999999,7171.9210638,3285.1202292
2065,22.8952,1037.0586,9161.2881,10049.5964,11915.0112,,2593.94,3457.9545,3203.539906,13806.108540000001,3799.013337,279.972,4290.3405,8494.462,10862.627,5251.3578335,278.61299999999994,4006.0040000000004,7513.5375,10072.0965,3094.8059999999996,39.5979375,1123.58275,6796.706,12797.611,12349.08772,5831.9895,42.13536328,1044.088375,7066.2745,10536.583,12614.98475,6224.7525,39.60338672,1132.882125,6500.9165,12817.71,12377.633820000001,6014.64,43.29479688,1089.591875,6817.55,12637.638,12190.4284,6162.9985,41.66642578,1043.9615,7195.9475,10793.361,12538.01376,6222.763000000001,11915.71,14528.28065,11910.029999999999,1324.873758,8475.899921,15818.3405,9316.722627,3774.7503380000003,24.1656,1106.72105,10244.1769,12177.777549999999,2614.2405,24.1019,1169.29065,9997.30945,10736.73765,7813.3216999999995,494.35137890000004,289.69386445,8339.389035,5839.107947,6248.5170535,160.3596035,5282.015663499999,4308.1487985,3414.1642739999998,12118.56722,159.7728523,5762.8268195,6068.145539499999,3827.63704,11758.185525,184.83945315,6235.120999999999,2644.677,5964.823161,3382.6214575,192.03,1980.5104999999999,10963.8445,9146.471,7804.0966665,4477.1195215,244.873,4058.9565000000002,8964.0035,9916.978500000001,5249.145,4124.190280000001,43.18,977.4,22340.0,8774.0,11100.0,40.255,1567.5,28335.0,9255.5,14350.0,41.254999999999995,2756.5,19445.0,13600.0,19850.0,852.5045374,9685.359701000001,22060.458769999997,9437.984459,1070.8003955,7587.026559,20411.59584,9420.1667325,24.0864,1280.2668,11201.1411,7011.3786,2732.9405,3310.5643124999997,2859.737797,13521.301959999999,2705.33672,229.14108275,4318.5604485,9053.4263585,9823.1606145,10650.279353,4952.676278000001,40.586200715,2557.4833984999996,6475.1796875,5025.6005860000005,9421.692629000001,750.1286,7680.8535,11763.474999999999,540.16501025,7137.4920870000005,11206.241794999998,6307.6441085,3311.1606735,511.71306389999995,8002.594235500001,12181.282449999999,7445.7225690000005,3354.9321215
2066,23.25722,1054.77054,9308.58794,10134.15372,12083.573980000001,,2654.821,3569.913,3183.409206,13853.598704,3761.2407092,280.86,4367.0358,8808.794399999999,11067.2986,5653.3524668,279.41859999999997,4151.018,7741.9529999999995,10312.5242,3332.1757334,39.173019532,1135.9809500000001,6927.4115,13079.3484,12499.211258,5870.2579,41.614760156,1055.88595,7244.772800000001,10756.8104,12795.628964,6247.7854,39.100910158000005,1145.51025,6631.3511,12983.6752,12498.173576000001,6059.0976,42.570910942,1101.0788750000002,6934.8761,12970.109600000002,12326.933714,6199.7769,41.033185935999995,1055.562675,7364.5219,11036.2824,12711.285172,6261.7578,12099.112000000001,14698.18504,12110.45,1334.157991,8717.7542728,16220.015722,9700.809157599999,3827.491285,24.51986,1111.2587,10340.43662,12216.37442,2667.59186,24.47206,1191.62992,10133.76432,10799.30966,7996.884179999999,493.90718354000006,291.82882994,8618.5452888,5891.8671906,6499.857544199999,160.328382,5398.7141746,4455.0125314,3444.7286156,12323.927786,159.65103766,5878.3839874000005,6255.089038,3859.8618738,11895.873254,184.95224378,6248.067,2575.550275,6121.6235182,3433.1227861999996,198.39260000000002,2045.3824,11268.397,9463.2208,7979.9529332,4449.3098107999995,249.95239999999998,4139.019200000001,9298.2358,10181.876,5640.3732,4135.3564506,43.208,978.02,22740.0,8837.2,11140.0,40.102000000000004,1571.6,28994.0,9351.6,14420.0,41.054,2776.0,20404.0,13966.0,19980.0,850.52213304,9729.6879838,22557.91114,9735.8142332,1075.9477072,7559.7594794,20829.01588,9716.27657,24.396440000000002,1294.56996,11210.593620000001,7088.63258,2796.7712,3398.452175,2850.8484564,13687.489819999999,2647.0659257999996,232.57634276000002,4441.0655542,9396.6718628,10226.5227056,10873.3748784,4970.4011864,40.327533722,2585.9018555999996,6558.2957031999995,5152.2323242,9821.3429712,746.27088,7835.758,11944.027999999998,543.53989816,7322.025038600001,11484.799761999999,6470.171729399999,3377.0694912,513.74130526,8213.0823508,12435.382743999999,7719.5240742000005,3424.7440138
2067,23.61924,1072.4824800000001,9455.88778,10218.71104,12252.136760000001,,2715.7019999999998,3681.8715,3163.278506,13901.088868,3723.4680814,281.74800000000005,4443.7311,9123.1268,11271.9702,6055.3471001,280.2242,4296.032,7970.3685,10552.9519,3569.5454667999998,38.748101564,1148.37915,7058.117,13361.0858,12649.334796,5908.5262999999995,41.094157032,1067.6835250000001,7423.2711,10977.0378,12976.273178,6270.8183,38.598433596,1158.138375,6761.7857,13149.6404,12618.713332000001,6103.555200000001,41.847025004,1112.565875,7052.202200000001,13302.5812,12463.439028,6236.5553,40.399946092,1067.16385,7533.0963,11279.203800000001,12884.556584,6300.7526,12282.514,14868.08943,12310.869999999999,1343.4422240000001,8959.6086246,16621.690944,10084.895688199998,3880.232232,24.87412,1115.79635,10436.69634,12254.97129,2720.94322,24.84222,1213.96919,10270.21919,10861.88167,8180.44666,493.4629881800001,293.96379543,8897.701542600002,5944.6264341999995,6751.198034899999,160.29716050000002,5515.412685699999,4601.8762643,3475.2929572000003,12529.288352,159.52922302,5993.9411553,6442.0325365,3892.0867076,12033.560983000001,185.06503441,6261.013,2506.42355,6278.4238754,3483.6241148999998,204.7552,2110.2543,11572.9495,9779.970599999999,8155.809199900001,4421.5001001,255.03179999999998,4219.0819,9632.4681,10446.7735,6031.6014,4146.5226212,43.236,978.64,23140.0,8900.4,11180.0,39.949000000000005,1575.7,29653.0,9447.7,14490.0,40.853,2795.5,21363.0,14332.0,20110.0,848.5397286799999,9774.0162666,23055.36351,10033.6440074,1081.0950189,7532.4923997999995,21246.43592,10012.3864075,24.706480000000003,1308.87312,11220.04614,7165.88656,2860.6019,3486.3400375,2841.9591158000003,13853.677679999999,2588.7951316,236.01160277000002,4563.5706599000005,9739.917367099999,10629.8847967,11096.4704038,4988.1260948,40.068866729,2614.3203126999997,6641.4117189,5278.8640624,10220.9933134,742.4131600000001,7990.6625,12124.581,546.91478607,7506.5579902,11763.357729,6632.699350299999,3442.9783089,515.7695466199999,8423.5704661,12689.483037999998,7993.325579400001,3494.5559061
2068,23.98126,1090.19442,9603.18762,10303.26836,12420.69954,,2776.583,3793.83,3143.147806,13948.579032,3685.6954536,282.636,4520.4264,9437.4592,11476.641800000001,6457.3417334000005,281.02979999999997,4441.046,8198.784,10793.3796,3806.9152002,38.323183596,1160.77735,7188.8225,13642.8232,12799.458333999999,5946.7947,40.573553908,1079.4811,7601.7694,11197.2652,13156.917392,6293.851199999999,38.095957034,1170.7665000000002,6892.2203,13315.605599999999,12739.253088,6148.0128,41.123139066,1124.052875,7169.5283,13635.052800000001,12599.944342,6273.3337,39.766706248,1078.765025,7701.6707,11522.1252,13057.827996,6339.7474,12465.916,15037.993820000002,12511.289999999999,1352.726457,9201.4629764,17023.366166,10468.9822188,3932.973179,25.22838,1120.334,10532.95606,12293.568159999999,2774.29458,25.21238,1236.30846,10406.67406,10924.45368,8364.00914,493.01879282000004,296.09876092,9176.857796400001,5997.3856778,7002.538525599999,160.265939,5632.1111968,4748.7399972,3505.8572988,12734.648917999999,159.40740838,6109.4983232,6628.976035,3924.3115414000004,12171.248712,185.17782504,6273.959,2437.2968250000004,6435.2242326,3534.1254436,211.1178,2175.1261999999997,11877.502,10096.720399999998,8331.6654666,4393.6903894,260.1112,4299.1446000000005,9966.700400000002,10711.671,6422.8296,4157.6887918,43.264,979.26,23540.0,8963.6,11220.0,39.796,1579.8,30312.0,9543.8,14560.0,40.652,2815.0,22322.0,14698.0,20240.0,846.55732432,9818.3445494,23552.81588,10331.473781600002,1086.2423305999998,7505.225320199999,21663.85596,10308.496245,25.01652,1323.1762800000001,11229.498660000001,7243.14054,2924.4326,3574.2279,2833.0697752,14019.865539999999,2530.5243373999997,239.44686278,4686.0757656000005,10083.1628714,11033.2468878,11319.5659292,5005.8510032,39.810199735999994,2642.7387698,6724.527734599999,5405.4958006,10620.6436556,738.55544,8145.567,12305.134,550.28967398,7691.0909418,12041.915696,6795.2269712,3508.8871265999996,517.79778798,8634.0585814,12943.583331999998,8267.1270846,3564.3677984
2069,24.34328,1107.9063600000002,9750.48746,10387.82568,12589.26232,,2837.464,3905.7885,3123.0171060000002,13996.069196,3647.9228258,283.524,4597.1217,9751.7916,11681.313400000001,6859.336366699999,281.83539999999994,4586.06,8427.199499999999,11033.8073,4044.2849336,37.898265628000004,1173.17555,7319.528,13924.5606,12949.581871999999,5985.0631,40.052950784,1091.278675,7780.267699999999,11417.4926,13337.561606,6316.884099999999,37.593480471999996,1183.3946250000001,7022.6549,13481.5708,12859.792844,6192.470400000001,40.399253128000005,1135.539875,7286.8544,13967.5244,12736.449656,6310.1121,39.133466404,1090.3662,7870.2451,11765.046600000001,13231.099408,6378.7422,12649.318,15207.898210000001,12711.71,1362.01069,9443.317328199999,17425.041387999998,10853.0687494,3985.714126,25.58264,1124.87165,10629.21578,12332.16503,2827.64594,25.58254,1258.6477300000001,10543.12893,10987.02569,8547.571619999999,492.57459746000006,298.23372641,9456.014050200001,6050.1449214,7253.879016299999,160.2347175,5748.809707899999,4895.6037301,3536.4216404,12940.009484,159.28559374,6225.0554911,6815.9195334999995,3956.5363752000003,12308.936441000002,185.29061567,6286.905,2368.1701000000003,6592.0245898,3584.6267722999996,217.4804,2239.9981,12182.0545,10413.4702,8507.5217333,4365.8806787,265.19059999999996,4379.2073,10300.932700000001,10976.568500000001,6814.0578000000005,4168.854962400001,43.292,979.88,23940.0,9026.8,11260.0,39.643,1583.9,30971.0,9639.9,14630.0,40.451,2834.5,23281.0,15064.0,20370.0,844.57491996,9862.672832200002,24050.26825,10629.303555800001,1091.3896422999999,7477.9582406,22081.275999999998,10604.6060825,25.32656,1337.47944,11238.95118,7320.39452,2988.2633,3662.1157624999996,2824.1804346,14186.053399999999,2472.2535432,242.88212279,4808.580871300001,10426.4083757,11436.6089789,11542.6614546,5023.575911600001,39.551532742999996,2671.1572269,6807.6437503,5532.1275388,11020.2939978,734.69772,8300.4715,12485.687,553.66456189,7875.6238934,12320.473662999999,6957.754592099999,3574.7959443,519.8260293399999,8844.5466967,13197.683625999998,8540.928589800002,3634.1796907
2070,24.7053,1125.6183,9897.7873,10472.383,12757.8251,,2898.345,4017.7470000000003,3102.886406,14043.55936,3610.150198,284.41200000000003,4673.817,10066.124,11885.985,7261.331,282.64099999999996,4731.0740000000005,8655.615,11274.235,4281.654667,37.47334766,1185.57375,7450.2335,14206.298,13099.705409999999,6023.3315,39.53234766,1103.07625,7958.766,11637.72,13518.20582,6339.9169999999995,37.09100391,1196.02275,7153.0895,13647.536,12980.3326,6236.928000000001,39.67536719,1147.026875,7404.1805,14299.996000000001,12872.95497,6346.8905,38.50022656,1101.967375,8038.8195,12007.968,13404.37082,6417.736999999999,12832.72,15377.8026,12912.13,1371.2949230000002,9685.17168,17826.71661,11237.155279999999,4038.4550729999996,25.9369,1129.4093,10725.4755,12370.7619,2880.9973,25.9527,1280.987,10679.5838,11049.5977,8731.1341,492.1304021000001,300.3686919,9735.170304000001,6102.904165,7505.219506999999,160.203496,5865.508218999999,5042.467463,3566.985982,13145.37005,159.1637791,6340.612659,7002.863031999999,3988.7612090000002,12446.624170000001,185.4034063,6299.851,2299.043375,6748.824947,3635.128101,223.843,2304.87,12486.607,10730.22,8683.378,4338.070968,270.27,4459.27,10635.165,11241.466,7205.286,4180.021133,43.32,980.5,24340.0,9090.0,11300.0,39.49,1588.0,31630.0,9736.0,14700.0,40.25,2854.0,24240.0,15430.0,20500.0,842.5925156,9907.001115000001,24547.72062,10927.13333,1096.536954,7450.691161,22498.69604,10900.71592,25.6366,1351.7826,11248.4037,7397.6485,3052.094,3750.003625,2815.291094,14352.241259999999,2413.982749,246.31738280000002,4931.085977000001,10769.65388,11839.97107,11765.75698,5041.30082,39.29286575,2699.575684,6890.759765999999,5658.759277,11419.94434,730.84,8455.376,12666.24,557.0394497999999,8060.156845,12599.03163,7120.2822129999995,3640.704762,521.8542706999999,9055.034812,13451.783919999998,8814.730095,3703.991583
2071,25.07222,1145.36454,10081.0426,10603.16926,12800.381,,2942.7439999999997,4099.6462,3035.1690624000003,14049.297875999999,3535.866634,284.30620000000005,4695.7416,10274.5909,12128.8727,7626.8632,283.05699999999996,4758.824500000001,8901.218499999999,11475.833700000001,4616.6153003,37.912002346,1189.678275,7604.8625,14304.1802,13361.43125,6054.8321000000005,39.349511722,1109.6342,8137.4728,11820.667599999999,13742.694876,6383.948899999999,37.004225784,1200.5325750000002,7282.3511,13719.3284,13291.915933999999,6279.760700000001,39.466744534,1149.0463,7546.835300000001,14392.218400000002,13161.050646,6366.973800000001,38.096127342,1103.338725,8203.8024,12217.0948,13659.608416000001,6447.071499999999,12946.759,15406.89657,13027.394999999999,1381.7196594000002,9904.411125999999,18205.375788,11768.316975999998,4071.4757211999995,26.24013,1127.90481,10791.229070000001,12361.07929,2895.52085,26.33767,1307.52241,10838.13658,11066.19074,8814.343729999999,486.4864084200001,304.62814471,9912.707624600002,6100.2369942,7698.308560699999,160.22686896,5973.1096443,5148.8435018,3616.2705897,13458.418431999999,159.30326521,6468.8098571,7131.788492999999,4059.4000199,12685.892816000001,190.4888063,6390.5328,2307.70645,6981.2398179,3674.2155713999996,227.63989999999998,2395.645,12788.6203,11125.311,8837.850267,4367.0179421,271.04999999999995,4473.8132000000005,10850.1144,11552.345000000001,7556.7858670000005,4209.6029326,43.329,981.2,24667.0,9092.5,11330.0,39.487,1577.6,32525.0,9900.4,14770.0,40.173,2849.5,25321.0,15794.0,20610.0,838.44812378,10013.4292575,24776.341083,11354.382524,1099.9026849,7462.140264799999,22602.557316,11321.792847,25.97186,1370.76084,11298.075920000001,7442.268840000001,3092.4828,3808.7255625,2729.2547143,14410.921965,2400.0602602999998,249.38725280000003,4953.1137563,11041.735587,12225.331922,11886.335962000001,5123.8088299,39.465776440999996,2694.0981449,6994.5246584999995,5757.961279,11813.788676,733.4007700000001,8689.1044,12746.809,566.41534413,8306.1248545,12893.343442,7131.4825205,3698.4578889,530.5165141099999,9273.0440398,13742.833861,9137.0002915,3755.9312388
2072,25.439140000000002,1165.11078,10264.2979,10733.95552,12842.9369,,2987.143,4181.5454,2967.4517188,14055.036392,3461.58307,284.20040000000006,4717.6662,10483.0578,12371.760400000001,7992.3954,283.47299999999996,4786.575000000001,9146.822,11677.4324,4951.5759336,38.350657032,1193.7828,7759.4915,14402.0624,13623.157089999999,6086.3327,39.166675784,1116.19215,8316.1796,12003.6152,13967.183932,6427.980799999999,36.917447658,1205.0424,7411.6127,13791.1208,13603.499268,6322.593400000001,39.258121878000004,1151.065725,7689.4901,14484.4408,13449.146322,6387.0571,37.692028124000004,1104.710075,8368.7853,12426.2216,13914.846012,6476.405999999999,13060.797999999999,15435.99054,13142.66,1392.1443958000002,10123.650571999999,18584.034966,12299.478672,4104.4963694,26.54336,1126.40032,10856.98264,12351.39668,2910.0444,26.72264,1334.05782,10996.68936,11082.78378,8897.55336,480.84241474000004,308.88759752,10090.2449452,6097.5698234,7891.397614399999,160.25024192,6080.711069599999,5255.2195406,3665.5551974,13771.466814,159.44275131999999,6597.007055200001,7260.713954,4130.0388308,12925.161462000002,195.57420630000001,6481.214599999999,2316.369525,7213.6546888,3713.3030418,231.4368,2486.42,13090.6336,11520.402,8992.322534,4395.9649162000005,271.83,4488.356400000001,11065.0638,11863.224,7908.285734,4239.1847322,43.338,981.9,24994.0,9095.0,11360.0,39.484,1567.2,33420.0,10064.8,14840.0,40.096,2845.0,26402.0,16158.0,20720.0,834.3037319599999,10119.8574,25004.961546,11781.631718,1103.2684158,7473.5893686,22706.418591999998,11742.869774,26.30712,1389.73908,11347.748140000002,7486.88918,3132.8716,3867.4474999999998,2643.2183346,14469.602669999998,2386.1377715999997,252.45712280000004,4975.141535600001,11313.817294,12610.692774,12006.914944,5206.316839800001,39.638687132,2688.6206058,7098.289550999999,5857.163281,12207.633012,735.96154,8922.8328,12827.378,575.7912384599999,8552.092864,13187.655254,7142.682827999999,3756.2110158,539.17875752,9491.0532676,14033.883801999998,9459.270488,3807.8708945999997
